company_id,year,net_profit_margin,operational_profit_margin,returns_on_equity,returns_on_capital_employment,returns_on_assets,debt_to_equity,high_leverage_flag,interest_coverage_ratio,icr_label,icr_warning_flag,net_debt,asset_turn_over
ABB,2012-12,8.772,12.220,22.411,31.221,15.987,0.000,False,,Debt Free,False,0.000,1.822
ABB,2014-03,8.699,11.731,25.127,33.883,17.384,0.000,False,,Debt Free,False,0.000,1.998
ABB,2015-03,10.004,13.630,24.440,33.298,16.667,0.000,False,,Debt Free,False,0.000,1.666
ABB,2016-03,9.755,13.963,21.339,30.544,15.780,0.000,False,138.333,,False,0.000,1.618
ABB,2017-03,9.542,13.710,19.971,28.695,13.408,0.000,False,227.500,,False,0.000,1.405
ABB,2018-03,12.159,15.919,23.686,31.010,16.598,0.000,False,160.500,,False,0.000,1.365
ABB,2019-03,12.232,16.445,22.410,30.129,15.301,0.000,False,359.000,,False,0.000,1.251
ABB,2020-03,14.488,18.495,24.393,29.048,16.718,0.072,False,96.778,,False,175.000,1.154
ABB,2021-03,16.032,21.392,26.556,33.466,17.995,0.059,False,55.722,,False,153.000,1.122
ABB,2022-03,16.263,22.023,28.333,36.406,18.916,0.054,False,61.316,,False,152.000,1.163
ABB,2023-03,17.742,22.546,29.768,36.534,20.830,0.035,False,85.000,,False,113.000,1.174
ABB,2024-03,20.533,24.842,32.468,38.419,23.127,0.022,False,141.750,,False,83.000,1.126
ADANIENSOL,2014-03,,,0.000,0.000,,0.000,False,,Debt Free,False,0.000,
ADANIENSOL,2015-03,-5.344,77.099,-0.646,0.937,-0.061,8.958,True,1.425,,True,9701.000,0.011
ADANIENSOL,2016-03,16.773,87.830,13.772,17.118,3.133,3.213,False,2.087,,False,8565.000,0.187
ADANIENSOL,2017-03,14.465,68.950,14.116,16.633,3.247,3.045,False,2.218,,False,8870.000,0.224
ADANIENSOL,2018-03,28.981,71.653,18.871,17.143,6.620,1.722,False,3.315,,False,10428.000,0.228
ADANIENSOL,2019-03,7.652,38.029,6.950,9.858,1.717,2.504,False,2.239,,False,19801.000,0.224
ADANIENSOL,2020-03,6.184,37.299,8.307,13.004,1.778,2.853,False,2.019,,False,23933.000,0.287
ADANIENSOL,2021-03,12.996,39.794,14.464,10.968,2.984,3.038,False,2.393,,False,26653.000,0.230
ADANIENSOL,2022-03,10.979,37.360,12.468,10.564,2.604,3.016,False,2.322,,False,29341.000,0.237
ADANIENSOL,2023-03,9.637,33.988,10.903,9.818,2.375,2.917,False,2.194,,False,32900.000,0.246
ADANIENSOL,2024-03,7.202,34.389,9.461,11.488,2.043,2.933,False,2.285,,False,36304.000,0.284
ADANIENT,2013-03,2.626,12.983,5.693,6.636,1.089,3.240,False,2.233,,False,69009.000,0.415
ADANIENT,2014-03,4.816,17.076,11.138,9.801,2.240,3.030,False,1.848,,False,71692.000,0.465
ADANIENT,2015-03,3.565,19.313,8.932,11.391,1.758,3.248,False,1.877,,False,82827.000,0.493
ADANIENT,2016-03,2.940,4.952,7.475,5.174,2.399,1.433,False,2.010,,False,18364.000,0.816
ADANIENT,2017-03,2.532,5.206,6.544,5.437,1.943,1.475,False,2.109,,False,19804.000,0.767
ADANIENT,2018-03,1.653,5.673,3.937,6.227,1.053,1.169,False,1.921,,False,16176.000,0.637
ADANIENT,2019-03,1.253,4.876,3.429,7.573,1.190,0.762,False,1.522,,False,9732.000,0.949
ADANIENT,2020-03,2.396,5.285,6.137,7.812,2.219,0.733,False,2.014,,False,10467.000,0.926
ADANIENT,2021-03,2.646,6.338,6.096,7.506,2.026,0.946,False,2.179,,False,10724.000,0.766
ADANIENT,2022-03,1.135,5.350,3.540,5.816,0.776,1.869,False,1.871,,False,37312.000,0.683
ADANIENT,2023-03,1.899,6.914,7.328,10.224,1.714,1.610,False,2.432,,False,46890.000,0.903
ADANIENT,2024-03,3.459,11.799,8.535,10.899,2.077,1.671,False,2.749,,False,56609.000,0.600
ADANIGREEN,2017-03,-9.363,80.279,-3.907,7.261,-0.763,3.613,False,1.446,,True,4321.000,0.081
ADANIGREEN,2018-03,-9.324,56.959,-10.291,7.523,-0.878,7.356,True,1.603,,False,9777.000,0.094
ADANIGREEN,2019-03,-23.081,74.150,-24.573,11.671,-3.241,5.764,True,1.426,,True,11065.000,0.140
ADANIGREEN,2020-03,-2.668,56.885,-2.885,8.419,-0.369,6.307,True,1.346,,True,14390.000,0.138
ADANIGREEN,2021-03,5.826,71.735,8.273,8.486,0.634,11.004,True,1.348,,True,23707.000,0.109
ADANIGREEN,2022-03,9.527,68.420,18.707,6.334,0.829,20.211,True,1.536,,False,52258.000,0.087
ADANIGREEN,2023-03,12.513,63.915,13.321,8.078,1.454,7.424,True,1.936,,False,53074.000,0.116
ADANIGREEN,2024-03,13.666,79.371,12.813,9.798,1.430,6.595,True,1.714,,False,63343.000,0.105
ADANIPORTS,2013-03,45.821,66.592,25.633,13.223,7.792,1.817,False,5.030,,False,11398.000,0.170
ADANIPORTS,2014-03,36.046,60.435,19.863,13.424,7.055,1.481,False,3.689,,False,12916.000,0.196
ADANIPORTS,2015-03,37.776,63.427,21.588,13.672,7.244,1.651,False,3.905,,False,17516.000,0.192
ADANIPORTS,2016-03,40.174,64.383,21.148,12.768,7.440,1.654,False,4.722,,False,21797.000,0.185
ADANIPORTS,2017-03,46.238,64.202,22.264,13.634,8.997,1.267,False,5.784,,False,21053.000,0.195
ADANIPORTS,2018-03,32.589,63.208,17.653,16.539,7.812,1.070,False,5.067,,False,21291.000,0.240
ADANIPORTS,2019-03,37.025,60.375,16.597,12.664,7.183,1.137,False,5.693,,False,26930.000,0.194
ADANIPORTS,2020-03,31.879,50.088,14.868,10.677,6.113,1.188,False,4.036,,False,29064.000,0.192
ADANIPORTS,2021-03,40.231,69.227,16.586,13.105,6.770,1.178,False,4.725,,False,33619.000,0.168
ADANIPORTS,2022-03,28.933,55.657,11.843,10.615,5.037,1.146,False,4.465,,False,44774.000,0.174
ADANIPORTS,2023-03,25.854,52.499,11.877,11.077,4.789,1.177,False,4.771,,False,46002.000,0.185
ADANIPORTS,2024-03,30.340,58.362,15.355,15.246,6.927,0.937,False,5.950,,False,45181.000,0.228
ADANIPOWER,2013-03,-34.295,14.345,-53.459,2.083,-4.197,9.736,True,0.690,,True,41773.000,0.122
ADANIPOWER,2014-03,-1.898,29.965,-4.448,9.060,-0.495,6.748,True,1.136,,True,44035.000,0.261
ADANIPOWER,2015-03,-4.368,25.039,-14.253,9.269,-1.395,7.815,True,1.206,,True,44385.000,0.320
ADANIPOWER,2016-03,2.171,34.685,7.378,14.622,0.727,7.061,True,1.547,,False,52729.000,0.335
ADANIPOWER,2017-03,-27.299,26.441,-205.800,10.778,-8.634,17.495,True,0.392,,True,52320.000,0.316
ADANIPOWER,2018-03,-10.358,26.773,-236.558,10.118,-3.025,59.432,True,1.111,,True,52835.000,0.292
ADANIPOWER,2019-03,-4.120,20.863,-12.759,9.111,-1.447,6.092,True,1.314,,True,46977.000,0.351
ADANIPOWER,2020-03,-8.595,21.664,-35.103,9.296,-3.032,8.517,True,1.140,,True,55196.000,0.353
ADANIPOWER,2021-03,4.843,33.134,9.685,13.237,1.612,4.005,False,2.075,,False,52499.000,0.333
ADANIPOWER,2022-03,17.726,35.657,26.613,14.616,5.992,2.663,False,3.367,,False,48962.000,0.338
ADANIPOWER,2023-03,27.666,26.039,35.905,13.978,12.499,1.418,False,4.293,,False,41696.000,0.452
ADANIPOWER,2024-03,41.368,36.202,48.277,23.441,22.638,0.802,False,8.297,,False,34242.000,0.547
AMBUJACEM,2012-12,13.253,25.367,14.687,27.921,10.466,0.007,False,32.590,,False,-1521.000,0.790
AMBUJACEM,2013-12,13.950,18.219,13.507,17.550,9.864,0.005,False,30.731,,False,-1666.000,0.707
AMBUJACEM,2014-12,14.937,19.427,14.767,19.141,10.715,0.003,False,35.652,,False,-2063.000,0.717
AMBUJACEM,2015-12,8.562,16.340,7.867,14.962,5.717,0.003,False,20.598,,False,-2114.000,0.668
AMBUJACEM,2016-12,7.136,15.831,7.235,16.025,4.369,0.001,False,23.673,,False,-146.000,0.612
AMBUJACEM,2017-12,8.238,16.341,9.409,18.641,5.477,0.001,False,20.354,,False,-129.000,0.665
AMBUJACEM,2018-12,11.417,15.403,13.290,17.898,7.951,0.002,False,24.959,,False,-93.000,0.696
AMBUJACEM,2019-12,10.268,16.961,11.558,19.060,6.927,0.002,False,30.576,,False,-109.000,0.675
AMBUJACEM,2020-12,12.673,20.419,13.653,21.552,7.823,0.021,False,37.814,,False,304.000,0.617
AMBUJACEM,2021-12,12.812,21.440,14.637,24.041,8.209,0.019,False,44.260,,False,279.000,0.641
AMBUJACEM,2023-03,7.766,13.155,9.540,15.896,5.847,0.016,False,28.559,,False,309.000,0.753
AMBUJACEM,2024-03,14.288,19.300,11.429,15.182,7.260,0.017,False,28.264,,False,-150.000,0.508
APOLLOHOSP,2013-03,8.039,16.238,11.030,15.455,6.294,0.442,False,6.262,,False,686.000,0.783
APOLLOHOSP,2014-03,7.230,15.515,10.581,15.645,5.888,0.451,False,5.832,,False,1022.000,0.814
APOLLOHOSP,2015-03,6.531,14.369,10.561,14.272,5.187,0.628,False,6.644,,False,1681.000,0.794
APOLLOHOSP,2016-03,3.821,11.122,7.053,11.093,3.193,0.851,False,4.311,,False,2482.000,0.836
APOLLOHOSP,2017-03,1.805,10.116,3.953,11.399,1.617,0.943,False,3.089,,False,2719.000,0.895
APOLLOHOSP,2018-03,0.728,9.717,1.845,11.993,0.698,1.054,False,2.797,,False,3075.000,0.959
APOLLOHOSP,2019-03,2.080,11.126,5.999,15.270,2.182,1.102,False,3.352,,False,3211.000,1.049
APOLLOHOSP,2020-03,3.841,14.146,12.934,22.938,3.827,1.077,False,3.402,,False,3162.000,0.996
APOLLOHOSP,2021-03,1.297,10.795,2.976,13.009,1.203,0.904,False,2.768,,False,2817.000,0.927
APOLLOHOSP,2022-03,7.556,14.929,19.705,22.588,8.355,0.723,False,6.747,,False,3252.000,1.106
APOLLOHOSP,2023-03,5.081,12.431,13.617,19.611,5.855,0.699,False,5.617,,False,3758.000,1.152
APOLLOHOSP,2024-03,4.906,12.561,13.480,19.513,5.585,0.769,False,5.566,,False,4347.000,1.138
ASIANPAINT,2013-03,11.043,16.537,34.279,47.785,17.099,0.074,False,44.071,,False,-45.000,1.548
ASIANPAINT,2014-03,10.336,16.399,31.270,46.735,15.641,0.062,False,44.333,,False,-1175.000,1.513
ASIANPAINT,2015-03,10.481,16.474,30.093,43.469,16.009,0.088,False,56.786,,False,-1170.000,1.527
ASIANPAINT,2016-03,12.634,19.095,27.632,39.793,17.075,0.050,False,59.959,,False,-2389.000,1.352
ASIANPAINT,2017-03,13.385,19.878,26.512,36.673,16.252,0.074,False,90.054,,False,-2092.000,1.214
ASIANPAINT,2018-03,12.470,19.043,24.946,35.827,15.244,0.063,False,86.341,,False,-1608.000,1.222
ASIANPAINT,2019-03,11.476,19.569,23.313,34.890,13.589,0.139,False,36.718,,False,-1249.000,1.184
ASIANPAINT,2020-03,13.725,20.568,27.384,36.958,17.189,0.110,False,44.235,,False,-901.000,1.252
ASIANPAINT,2021-03,14.770,22.364,25.043,34.938,15.755,0.085,False,56.391,,False,-3644.000,1.067
ASIANPAINT,2022-03,10.601,16.508,22.336,31.197,13.438,0.115,False,53.684,,False,-1661.000,1.268
ASIANPAINT,2023-03,12.163,18.151,26.232,34.923,16.273,0.121,False,46.465,,False,-2329.000,1.338
ASIANPAINT,2024-03,15.659,21.369,29.677,35.775,18.588,0.132,False,41.005,,False,-2114.000,1.187
ATGL,2018-03,11.790,26.638,15.945,15.502,5.780,1.324,False,3.568,,False,1165.000,0.490
ATGL,2019-03,13.322,26.469,20.780,30.414,11.182,0.358,False,5.711,,False,218.000,0.839
ATGL,2020-03,23.253,31.733,29.640,31.332,17.609,0.291,False,15.585,,False,146.000,0.757
ATGL,2021-03,27.300,41.509,23.940,28.583,14.451,0.274,False,18.350,,False,112.000,0.529
ATGL,2022-03,16.754,25.444,21.068,22.399,11.529,0.428,False,15.453,,False,401.000,0.688
ATGL,2023-03,12.471,19.872,18.565,19.940,9.672,0.484,False,11.846,,False,740.000,0.776
ATGL,2024-03,14.927,24.670,18.659,21.491,10.133,0.435,False,10.505,,False,851.000,0.679
AXISBANK,2013-03,19.052,30.582,15.619,2.524,1.521,8.935,False,1.270,,True,182876.000,0.080
AXISBANK,2014-03,20.293,31.474,16.194,2.595,1.609,8.680,False,1.303,,True,220187.000,0.079
AXISBANK,2015-03,20.739,31.362,16.370,2.464,1.575,9.047,False,1.331,,True,288111.000,0.076
AXISBANK,2016-03,20.064,32.612,15.355,2.543,1.505,8.816,False,1.427,,True,340751.000,0.075
AXISBANK,2017-03,8.260,53.451,6.525,4.078,0.602,9.355,False,2.035,,False,398419.000,0.073
AXISBANK,2018-03,0.603,63.117,0.430,4.277,0.039,9.523,False,2.633,,False,458388.000,0.065
AXISBANK,2019-03,8.506,49.385,6.898,3.482,0.575,10.501,False,2.067,,False,537940.000,0.068
AXISBANK,2020-03,2.598,55.985,1.884,3.968,0.175,9.235,False,2.256,,False,642055.000,0.068
AXISBANK,2021-03,10.400,50.120,6.359,3.327,0.658,8.210,False,2.588,,False,625215.000,0.063
AXISBANK,2022-03,19.332,44.469,11.014,2.630,1.089,8.633,False,1.969,,False,746335.000,0.056
AXISBANK,2023-03,11.249,34.156,7.382,2.269,0.713,8.877,False,1.803,,False,863943.000,0.063
AXISBANK,2024-03,22.731,34.693,15.833,2.613,1.637,8.249,False,1.691,,False,962948.000,0.072
BAJAJFINSV,2013-03,27.486,48.802,28.377,18.905,3.387,1.665,False,3.267,,False,-30260.000,0.123
BAJAJFINSV,2014-03,36.377,74.564,23.529,15.583,2.946,2.095,False,2.877,,False,-25807.000,0.081
BAJAJFINSV,2015-03,21.253,48.619,21.724,14.735,2.730,2.373,False,2.475,,False,-25055.000,0.128
BAJAJFINSV,2016-03,13.515,32.820,20.406,13.570,2.670,2.652,False,2.342,,False,-17636.000,0.198
BAJAJFINSV,2017-03,14.078,35.553,21.361,13.523,2.682,2.989,False,2.345,,False,-14376.000,0.191
BAJAJFINSV,2018-03,12.708,32.828,20.388,12.518,2.586,3.207,False,2.381,,False,-3733.000,0.203
BAJAJFINSV,2019-03,12.614,35.294,22.637,12.176,2.578,4.202,False,2.259,,False,18075.000,0.204
BAJAJFINSV,2020-03,11.028,33.593,19.149,11.518,2.385,4.064,False,1.922,,False,35391.000,0.216
BAJAJFINSV,2021-03,12.158,32.415,20.561,11.955,2.633,3.585,False,2.117,,False,14807.000,0.217
BAJAJFINSV,2022-03,12.154,31.364,20.657,10.652,2.494,4.005,False,2.229,,False,41957.000,0.205
BAJAJFINSV,2023-03,14.877,36.392,26.311,11.547,3.012,4.574,False,2.413,,False,76089.000,0.202
BAJAJFINSV,2024-03,14.128,37.040,25.850,11.706,2.902,4.789,False,2.197,,False,120548.000,0.205
BAJAJHLDNG,2013-03,550.742,95.549,17.941,3.113,17.225,0.000,False,,Debt Free,False,-9577.000,0.031
BAJAJHLDNG,2014-03,469.976,94.563,16.568,3.334,15.970,0.000,False,,Debt Free,False,-11325.000,0.034
BAJAJHLDNG,2015-03,387.214,92.366,15.150,3.614,14.604,0.000,False,,Debt Free,False,-13078.000,0.038
BAJAJHLDNG,2016-03,481.915,91.277,14.811,2.805,14.639,0.000,False,,Debt Free,False,-13276.000,0.030
BAJAJHLDNG,2017-03,293.705,74.584,13.879,3.525,13.824,0.000,False,,Debt Free,False,-17364.000,0.047
BAJAJHLDNG,2018-03,632.143,84.524,10.535,1.409,10.507,0.000,False,,Debt Free,False,-24575.000,0.017
BAJAJHLDNG,2019-03,707.193,80.510,11.309,1.287,11.286,0.000,False,,Debt Free,False,-26257.000,0.016
BAJAJHLDNG,2020-03,708.046,69.195,11.094,1.078,9.411,0.006,False,258.385,,False,-31900.000,0.013
BAJAJHLDNG,2021-03,799.562,77.024,9.831,0.944,8.033,0.004,False,950.750,,False,-44778.000,0.010
BAJAJHLDNG,2022-03,852.479,75.826,9.631,0.854,7.699,0.003,False,1421.000,,False,-52850.000,0.009
BAJAJHLDNG,2023-03,947.510,72.797,11.195,0.858,9.299,0.002,False,721.857,,False,-52462.000,0.010
BAJAJHLDNG,2024-03,432.726,91.774,13.577,2.876,11.303,0.001,False,3764.500,,False,-64652.000,0.026
BAJFINANCE,2015-03,16.654,32.493,18.708,5.570,2.739,5.553,False,68.346,,False,26329.000,0.164
BAJFINANCE,2016-03,17.523,32.251,17.221,5.296,2.723,4.985,False,68.029,,False,35996.000,0.155
BAJFINANCE,2017-03,18.415,32.598,19.125,5.523,2.881,5.130,False,149.045,,False,45180.000,0.156
BAJFINANCE,2018-03,19.583,32.285,15.750,4.994,2.943,4.200,False,414.600,,False,63418.000,0.150
BAJFINANCE,2019-03,21.610,29.502,20.282,4.497,3.216,5.158,False,422.154,,False,92989.000,0.149
BAJFINANCE,2020-03,19.959,34.727,16.283,5.649,3.202,4.015,False,1020.889,,False,112262.000,0.160
BAJFINANCE,2021-03,16.571,40.637,11.972,6.431,2.578,3.566,False,3621.000,,False,113237.000,0.156
BAJFINANCE,2022-03,22.212,37.546,16.078,5.686,3.307,3.780,False,-700.647,,True,152986.000,0.149
BAJFINANCE,2023-03,27.790,30.651,21.165,4.683,4.181,3.985,False,-2546.400,,True,193938.000,0.150
BAJFINANCE,2024-03,26.288,29.286,18.842,4.351,3.846,3.825,False,2689.167,,False,262465.000,0.146
BANKBARODA,2013-03,13.251,30.048,14.509,2.019,0.863,15.299,False,2.428,,False,383575.000,0.065
BANKBARODA,2014-03,12.446,29.778,13.306,1.840,0.745,16.302,False,2.169,,False,494860.000,0.060
BANKBARODA,2015-03,8.794,29.981,9.401,1.903,0.538,15.838,False,2.472,,False,540744.000,0.061
BANKBARODA,2016-03,-10.989,55.440,-11.842,3.829,-0.728,14.600,False,4.233,,False,491642.000,0.066
BANKBARODA,2017-03,4.171,43.285,4.307,2.784,0.258,15.058,False,2.424,,False,507783.000,0.062
BANKBARODA,2018-03,-3.986,56.655,-3.943,3.630,-0.246,14.438,False,3.262,,False,497174.000,0.062
BANKBARODA,2019-03,2.204,48.794,2.120,3.270,0.142,13.355,False,3.272,,False,538740.000,0.065
BANKBARODA,2020-03,1.243,51.439,1.289,3.544,0.082,14.046,False,3.328,,False,779254.000,0.066
BANKBARODA,2021-03,2.180,51.229,1.966,3.312,0.135,12.953,False,2.591,,False,785314.000,0.062
BANKBARODA,2022-03,10.810,51.125,8.635,2.938,0.592,12.902,False,2.606,,False,837744.000,0.055
BANKBARODA,2023-03,15.878,40.455,14.283,2.641,0.983,12.780,False,2.349,,False,945105.000,0.062
BANKBARODA,2024-03,15.939,37.489,15.762,2.820,1.140,12.144,False,1.897,,False,1046625.000,0.072
BHARTIARTL,2013-03,2.946,29.839,4.505,19.614,1.435,1.326,False,5.337,,False,59026.000,0.487
BHARTIARTL,2014-03,3.516,30.877,5.052,19.544,1.663,1.270,False,5.000,,False,60365.000,0.473
BHARTIARTL,2015-03,5.253,34.965,12.691,27.276,2.775,2.097,False,7.837,,False,72663.000,0.528
BHARTIARTL,2016-03,7.141,35.205,10.323,20.299,3.071,1.507,False,4.545,,False,88669.000,0.430
BHARTIARTL,2017-03,4.442,37.007,6.287,20.218,1.825,1.590,False,3.880,,False,92949.000,0.411
BHARTIARTL,2018-03,2.643,36.398,3.141,16.630,0.875,1.601,False,3.414,,False,95175.000,0.331
BHARTIARTL,2019-03,2.090,31.894,2.363,13.088,0.616,1.756,False,2.847,,False,109717.000,0.295
BHARTIARTL,2020-03,-35.029,41.821,-39.749,16.244,-8.539,1.921,False,-0.083,,True,122752.000,0.244
BHARTIARTL,2021-03,-12.288,45.002,-20.973,20.420,-3.590,2.761,False,2.721,,False,135235.000,0.292
BHARTIARTL,2022-03,7.126,49.365,12.479,24.355,2.299,2.549,False,3.743,,False,140329.000,0.323
BHARTIARTL,2023-03,8.830,51.223,15.841,23.478,2.764,2.914,False,3.746,,False,193066.000,0.313
BHARTIARTL,2024-03,5.706,52.201,10.358,26.254,1.936,2.609,False,3.306,,False,183990.000,0.339
BEL,2013-03,14.523,10.665,15183.333,2230.000,2024.444,4.000,False,184.429,,False,24.000,139.400
BEL,2014-03,14.606,14.191,13600.000,3303.571,2069.565,3.000,False,194.714,,False,21.000,141.696
BEL,2015-03,16.876,16.622,17100.000,3572.727,2442.857,3.714,False,240.857,,False,26.000,144.755
BEL,2016-03,18.181,18.942,11141.667,3764.865,2571.154,2.083,False,196.600,,False,25.000,141.423
BEL,2017-03,17.595,20.702,10153.333,4072.727,1977.922,1.933,False,122.889,,False,29.000,112.416
BEL,2018-03,13.758,19.604,4616.129,2581.013,1182.645,1.548,False,372.500,,False,48.000,85.959
BEL,2019-03,15.513,23.915,3851.020,3030.208,1497.619,0.959,False,186.375,,False,47.000,96.540
BEL,2020-03,14.073,21.275,3318.182,2786.869,1495.902,0.800,False,357.250,,False,44.000,106.295
BEL,2021-03,14.884,22.780,3559.322,2975.926,1381.579,0.831,False,333.900,,False,49.000,92.822
BEL,2022-03,15.617,21.760,3478.261,2633.071,1472.393,0.841,False,397.333,,False,58.000,94.282
BEL,2023-03,16.838,23.063,3981.333,3587.719,2073.611,0.520,False,230.053,,False,39.000,123.153
BEL,2024-03,19.662,24.921,4744.048,3977.165,2475.155,0.512,False,476.750,,False,42.000,125.888
BHEL,2013-03,13.686,19.391,21.909,28.523,9.319,0.088,False,82.930,,False,2692.000,0.681
BHEL,2014-03,8.852,11.575,10.557,12.093,4.649,0.141,False,46.586,,False,4687.000,0.525
BHEL,2015-03,4.629,6.835,4.239,5.931,2.043,0.055,False,36.543,,False,1883.000,0.441
BHEL,2016-03,-2.768,-5.321,-2.185,-4.172,-1.077,0.007,False,0.375,,True,-585.000,0.389
BHEL,2017-03,1.598,3.847,1.405,3.365,0.737,0.005,False,4.475,,False,-601.000,0.461
BHEL,2018-03,1.519,5.734,1.355,5.095,0.685,0.003,False,7.067,,False,-319.000,0.451
BHEL,2019-03,3.292,6.675,3.242,6.065,1.554,0.084,False,7.127,,False,2446.000,0.472
BHEL,2020-03,-6.840,-0.620,-5.122,-0.394,-2.435,0.177,False,0.746,,True,4918.000,0.356
BHEL,2021-03,-15.599,-17.615,-10.391,-9.856,-4.825,0.191,False,-5.687,,True,4766.000,0.309
BHEL,2022-03,2.098,3.904,1.679,2.642,0.781,0.182,False,2.752,,False,4625.000,0.372
BHEL,2023-03,2.799,4.468,2.683,3.500,1.134,0.224,False,2.595,,False,5219.000,0.405
BHEL,2024-03,1.180,2.976,1.154,2.136,0.472,0.362,False,1.593,,False,8600.000,0.400
